,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,year_of_construction,house_material_type,living_meters,kitchen_meters,phone,district,street,house_number,underground,residential_complex,unique_address,LAT_LON,underground_search,metro_address,LAT_LON_metro,metro_nearest,airport_nearest,center_distance
1060,Елена Ухова,realtor,https://ekb.cian.ru/sale/flat/299672969/,Екатеринбург,sale,flat,27,33,1,29.5,6750000,2022,-1,19.0,5.0,79827511258,Чкаловский, Николая Островского,2/2,Чкаловская,,"Екатеринбург, Николая Островского,2/2","(56.799142089113, 60.597538221906)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",1182.8596130771266,14040.65218870191,4134.748453635592
1061,ID 96939930,homeowner,https://ekb.cian.ru/sale/flat/298618530/,Екатеринбург,sale,flat,2,5,1,18.0,1750000,1960,-1,6.572888865447447,3.1793810602289088,79826307686,Орджоникидзевский,проспект Космонавтов,52А,Уралмаш,,"Екатеринбург,проспект Космонавтов,52А","(56.89132600878, 60.615483625147)",Станция метро Уралмаш,"Екатеринбург,Станция метро Уралмаш","('56.888655306822436', '60.6133351979879')",324.9566220138218,19969.605206153778,6224.406489883326
1062,ID 74731929,realtor,https://ekb.cian.ru/sale/flat/299218135/,Екатеринбург,sale,flat,1,4,1,11.4,1790000,1932,-1,4.162829614783383,2.0136080048116423,79120506390,Орджоникидзевский, Ильича,16,Уралмаш,,"Екатеринбург, Ильича,16","(56.889293900174, 60.598284630383)",Станция метро Уралмаш,"Екатеринбург,Станция метро Уралмаш","('56.888655306822436', '60.6133351979879')",920.1300084205612,20418.4435179284,6047.544333318984
1063,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300910411/,Екатеринбург,sale,flat,4,5,1,17.6,1880000,1972,-1,6.426824668437504,2.5,79126012548,Чкаловский, Альпинистов,20,Ботаническая,,"Екатеринбург, Альпинистов,20","(56.756307001578, 60.704270275638)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",6380.625720019622,6292.241127458871,10480.186593412116
1064,ID 112348321,homeowner,https://ekb.cian.ru/sale/flat/298683363/,Екатеринбург,sale,flat,3,4,1,19.7,1850000,1958,-1,17.0,2.0,79193923102,Чкаловский, Военная,7,Ботаническая,,"Екатеринбург, Военная,7","(56.780940995915, 60.605046479313)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",2468.198857270086,12866.354469232105,6085.288403505369
1065,ID 101316733,homeowner,https://ekb.cian.ru/sale/flat/298055673/,Екатеринбург,sale,flat,3,5,1,18.0,1850000,1968,-1,16.0,2.0,79826721235,Чкаловский, Новосибирская,167,Ботаническая,,"Екатеринбург, Новосибирская,167","(56.764739992453, 60.593480039664)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",4339.492514449979,13127.638604417449,7953.246197204869
1066,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300543461/,Екатеринбург,sale,flat,3,5,1,23.4,2300000,1970,-1,8.54475552508168,5.0,79122503086,Орджоникидзевский, Таганская,6А,Машиностроителей,,"Екатеринбург, Таганская,6А","(56.896854083471, 60.643025469334)",Станция метро Машиностроителей,"Екатеринбург,Станция метро Машиностроителей","('56.8784313', '60.612468')",2770.948947612388,19571.684581915943,7100.25866089345
1067,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300533939/,Екатеринбург,sale,flat,5,5,1,18.8,2300000,1969,-1,6.865017259467334,3.0,79193634135,Октябрьский, Хвойная,76к1,Геологическая,,"Екатеринбург, Хвойная,76к1","(56.793230793808, 60.772848660486)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",10973.44833141714,5697.643559248296,10918.308979524809
1068,ID 58117290,realtor,https://ekb.cian.ru/sale/flat/300775347/,Екатеринбург,sale,flat,1,3,1,21.0,2350000,1957,-1,19.0,2.0,79122323739,Кировский,переулок Курьинский,7,Машиностроителей,,"Екатеринбург,переулок Курьинский,7","(56.846179988629, 60.662099998753)",Станция метро Машиностроителей,"Екатеринбург,Станция метро Машиностроителей","('56.8784313', '60.612468')",4697.160575554271,14238.80330740937,3309.2521548655386
1069,ID 89975681,homeowner,https://ekb.cian.ru/sale/flat/293639314/,Екатеринбург,sale,flat,4,5,1,19.0,2350000,1981,-1,14.0,3.0,79120511392,Железнодорожный, Надеждинская,12,Уральская,,"Екатеринбург, Надеждинская,12","(56.866332079292, 60.535140670679)",Станция метро Уральская,"Екатеринбург,Станция метро Уральская","('56.8578879', '60.6011489')",4134.634996711592,21304.216637110098,5790.2776433038425
1070,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/295316984/,Екатеринбург,sale,flat,4,4,1,16.0,2400000,1962,-1,5.842567880397731,5.0,79827221544,Верх-Исетский, Заводская,11,Площадь 1905 года,,"Екатеринбург, Заводская,11","(56.836449982057, 60.553700030108)",Станция метро Площадь 1905 года,"Екатеринбург,Станция метро Площадь 1905 года","('56.8360065', '60.599696')",2807.9770939810533,18419.32509542984,3530.9614668371714
1071,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/298812465/,Екатеринбург,sale,flat,18,25,1,19.0,2470000,2023,-1,6.9380493579723055,5.0,79126415085,Чкаловский,Светлый мкр,11,Ботаническая,Светлый,"Екатеринбург,Светлый мкр,11","(56.778849234623, 60.703312909316)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",4840.8485560575655,7265.49344630561,8437.959685661091
1072,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/295083082/,Екатеринбург,sale,flat,1,5,1,29.0,2690000,1981,-1,10.589654283220886,10.0,79826902169,Чкаловский, Шишимская,22,Ботаническая,,"Екатеринбург, Шишимская,22","(56.780800012304, 60.638929987624)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",1914.622674363796,10908.670056850642,6314.165727702598
1073,ID 67719913,unknown,https://ekb.cian.ru/sale/flat/300186934/,Екатеринбург,sale,flat,6,25,1,19.6,2650000,2022,-1,12.0,5.0,79090303233,Чкаловский,Светлый мкр,8,Ботаническая,,"Екатеринбург,Светлый мкр,8","(56.78011557507, 60.70015850335)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",4606.307135522119,7503.430562639502,8204.630196554972
1074,ID 87133981,homeowner,https://ekb.cian.ru/sale/flat/298958047/,Екатеринбург,sale,flat,14,25,1,19.0,2650000,2023,-1,12.0,6.0,79126418210,Чкаловский,Светлый мкр,10,Ботаническая,Светлый,"Екатеринбург,Светлый мкр,10","(56.78011557507, 60.70015850335)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",4606.307135522119,7503.430562639502,8204.630196554972
1075,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300138887/,Екатеринбург,sale,flat,2,10,1,26.0,2700000,2021,-1,9.494172805646311,3.0,79122904995,Октябрьский, Спутников,16,Ботаническая,,"Екатеринбург, Спутников,16","(56.756239736288, 60.814315140316)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",12068.658643065366,1348.415302999274,15211.856940139574
1076,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300374900/,Екатеринбург,sale,flat,18,25,1,18.5,2700000,2023,-1,6.755469111709876,7.0,79120306074,Чкаловский,Светлый мкр,10,Ботаническая,Светлый,"Екатеринбург,Светлый мкр,10","(56.78011557507, 60.70015850335)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",4606.307135522119,7503.430562639502,8204.630196554972
1077,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300374099/,Екатеринбург,sale,flat,18,25,1,19.04,2800000,2023,-1,6.952655777673299,7.0,79126521446,Чкаловский,Светлый мкр,10,Ботаническая,Светлый,"Екатеринбург,Светлый мкр,10","(56.78011557507, 60.70015850335)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",4606.307135522119,7503.430562639502,8204.630196554972
1078,ID 73223249,homeowner,https://ekb.cian.ru/sale/flat/299752899/,Екатеринбург,sale,flat,8,29,1,22.75,2820000,2024,-1,11.7,2.9,79122217858,Чкаловский, Лыжников,3,Ботаническая,,"Екатеринбург, Лыжников,3","(56.781837641172, 60.658651586647)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",2398.0749275789003,9841.814008099966,6630.2529042098695
1079,Оксана Гольцева,realtor,https://ekb.cian.ru/sale/flat/300133489/,Екатеринбург,sale,flat,7,25,1,19.0,2800000,2023,-1,6.9380493579723055,3.3560133413527367,79120516084,Чкаловский,Светлый мкр,10,Ботаническая,Светлый,"Екатеринбург,Светлый мкр,10","(56.78011557507, 60.70015850335)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",4606.307135522119,7503.430562639502,8204.630196554972
1080,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300223056/,Екатеринбург,sale,flat,3,4,1,31.0,2880000,1960,-1,11.319975268270603,5.0,79826913030,Октябрьский, Куйбышева,112А,Геологическая,,"Екатеринбург, Куйбышева,112А","(56.824850014795, 60.657779965856)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",3307.564886778309,12637.822645012522,3061.8408714195293
1081,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300641313/,Екатеринбург,sale,flat,3,26,1,25.1,3000000,2023,-1,9.16552836237394,5.0,79827521668,Чкаловский, Новостроя,9,Ботаническая,Фристайл,"Екатеринбург, Новостроя,9","(56.770825469345, 60.631250602308)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",2975.3497039147105,11010.563472771044,7299.071721685837
1082,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300557183/,Екатеринбург,sale,flat,5,26,1,22.0,3000000,2023,-1,8.03353083554688,4.0,79826311659,Чкаловский, Новостроя,9,Ботаническая,Фристайл,"Екатеринбург, Новостроя,9","(56.770825469345, 60.631250602308)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",2975.3497039147105,11010.563472771044,7299.071721685837
1083,ID 103299936,unknown,https://ekb.cian.ru/sale/flat/300670069/,Екатеринбург,sale,flat,7,9,1,16.9,3000000,2021,-1,6.171212323670102,2.985085550992697,79122105951,Чкаловский, Щербакова,150/2,Ботаническая,,"Екатеринбург, Щербакова,150/2","(56.767398222689, 60.678998629585)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",4426.102000800595,8100.349754574592,8629.026649386315
1084,ID 113259519,homeowner,https://ekb.cian.ru/sale/flat/298530488/,Екатеринбург,sale,flat,9,17,1,24.2,3000000,2015,-1,21.4,4.274501203196643,79126719485,Чкаловский, Рощинская,29,Чкаловская,,"Екатеринбург, Рощинская,29","(56.781274889028, 60.669432487651)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",4657.729352404496,9218.32621075987,6995.600557011369
1085,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300050622/,Екатеринбург,sale,flat,13,14,1,21.0,3200000,2023,-1,7.668370343022021,5.0,79126212506,, Академика Парина,35,Геологическая,Олимпика,"Екатеринбург, Академика Парина,35","(56.79058113944, 60.499879562316)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",7491.021264596782,19336.896220075025,8454.753190088024
1086,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/299950533/,Екатеринбург,sale,flat,15,25,1,25.2,3200000,2023,-1,13.4,5.0,79193634412,, Евгения Савкова,19А,Геологическая,Меридиан,"Екатеринбург, Евгения Савкова,19А","(56.765282656976, 60.463240416546)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",10952.920037301172,21032.231523076145,11965.14553477135
1087,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300404700/,Екатеринбург,sale,flat,12,25,1,28.9,3200000,2016,-1,10.5531382339684,5.0,79827504764,Чкаловский,Светлый мкр,4,Ботаническая,,"Екатеринбург,Светлый мкр,4","(56.78144875607, 60.699783383923)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",4524.628457849415,7600.687978902223,8078.308291603342
1088,Драже,real_estate_agent,https://ekb.cian.ru/sale/flat/298974501/,Екатеринбург,sale,flat,5,8,1,19.4,3200000,2024,-1,6.7,3.0,79827113634,Железнодорожный, Пехотинцев,2В,Уральская,Квартал Депо,"Екатеринбург, Пехотинцев,2В","(56.870816091138, 60.547864336283)",Станция метро Уральская,"Екатеринбург,Станция метро Уральская","('56.8578879', '60.6011489')",3554.5801596025544,21036.199930665447,5529.330472401208
1089,ID 71901823,homeowner,https://ekb.cian.ru/sale/flat/297839712/,Екатеринбург,sale,flat,4,27,1,28.0,3200000,2016,-1,10.224493790696028,4.945703871467191,79126714613,Чкаловский,Светлый мкр,3,Ботаническая,,"Екатеринбург,Светлый мкр,3","(56.779143602665, 60.703352333065)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",4829.009595246995,7280.354160818461,8415.083511018003
1090,ID 114461342,homeowner,https://ekb.cian.ru/sale/flat/299820511/,Екатеринбург,sale,flat,6,25,1,19.8,3200000,2023,-1,7.230177751992191,3.4973191662517995,79826118353,Чкаловский,Светлый мкр,11,Ботаническая,Светлый,"Екатеринбург,Светлый мкр,11","(56.778849234623, 60.703312909316)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",4840.8485560575655,7265.49344630561,8437.959685661091
1091,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300543175/,Екатеринбург,sale,flat,11,14,1,31.0,3300000,1989,-1,11.319975268270603,10.0,79827014318,Чкаловский, Патриса Лумумбы,36,Ботаническая,,"Екатеринбург, Патриса Лумумбы,36","(56.767510588638, 60.601761695278)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",3815.302010567475,12684.56548538138,7591.427657445357
1092,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300273410/,Екатеринбург,sale,flat,11,27,1,28.1,3300000,2016,-1,10.261009839948516,5.0,79126132361,Чкаловский,Светлый мкр,2,Ботаническая,,"Екатеринбург,Светлый мкр,2","(56.78144875607, 60.699783383923)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",4524.628457849415,7600.687978902223,8078.308291603342
1093,Уютвиль,real_estate_agent,https://ekb.cian.ru/sale/flat/299583988/,Екатеринбург,sale,flat,1,10,1,26.2,3300000,2023,-1,16.2,5.0,79623855811,, Академика Ландау,45,Геологическая,Кварталы Конструктивизма,"Екатеринбург, Академика Ландау,45","(56.7948392, 60.5174046)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",6334.4254668997055,18440.061739575536,7315.199993146665
1094,ID 101184277,homeowner,https://ekb.cian.ru/sale/flat/299472371/,Екатеринбург,sale,flat,9,26,1,22.5,3300000,2022,-1,8.21611108180931,3.974226325286136,79826207514,, Евгения Савкова,17А,Геологическая,,"Екатеринбург, Евгения Савкова,17А","(56.765282656976, 60.463240416546)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",10952.920037301172,21032.231523076145,11965.14553477135
1095,ID 82829502,homeowner,https://ekb.cian.ru/sale/flat/299730322/,Екатеринбург,sale,flat,6,25,1,26.0,3450000,2021,-1,15.0,6.0,79826207078,, Рябинина,47,Геологическая,,"Екатеринбург, Рябинина,47","(56.793881298531, 60.508188271436)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",6865.647159479141,18947.92713969999,7827.983630322523
1096,ID 49016520,homeowner,https://ekb.cian.ru/sale/flat/295260499/,Екатеринбург,sale,flat,8,25,1,30.0,3470000,2023,-1,10.954814775745746,5.298968433714848,79193923827,Железнодорожный, Таватуйская,14А,Уральская,,"Екатеринбург, Таватуйская,14А","(56.871389670395, 60.538440382325)",Станция метро Уральская,"Екатеринбург,Станция метро Уральская","('56.8578879', '60.6011489')",4109.666808322032,21511.212820583627,5989.7121798097705
1097,ID 80735979,homeowner,https://ekb.cian.ru/sale/flat/297045858/,Екатеринбург,sale,flat,15,25,1,24.0,3490000,2023,-1,17.0,7.0,79122331074,Верх-Исетский, Зеленый Остров,12,Площадь 1905 года,Зеленый остров,"Екатеринбург, Зеленый Остров,12","(56.835380199754, 60.503869280454)",Станция метро Площадь 1905 года,"Екатеринбург,Станция метро Площадь 1905 года","('56.8360065', '60.599696')",5849.65505752627,20969.81012875356,6571.0194327237
1098,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300169514/,Екатеринбург,sale,flat,5,15,1,23.53,3500000,2024,-1,8.592226389109912,5.0,79826503319,, Академика Ландау,36,Геологическая,,"Екатеринбург, Академика Ландау,36","(56.7948392, 60.5174046)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",6334.4254668997055,18440.061739575536,7315.199993146665
1099,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300410771/,Екатеринбург,sale,flat,2,5,1,19.1,3500000,1972,-1,6.974565407224792,6.0,79126103602,Верх-Исетский, Нагорная,46А,Геологическая,,"Екатеринбург, Нагорная,46А","(56.837889993022, 60.559910014532)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",2962.4689264724684,18194.16749542332,3161.6518009336487
1100,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300385989/,Екатеринбург,sale,flat,6,19,1,24.0,3500000,2013,-1,8.763851820596596,2.0,79826902477,Чкаловский, Рощинская,27,Ботаническая,,"Екатеринбург, Рощинская,27","(56.781399611748, 60.668453732817)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",2872.0217589032545,9278.257614713077,6953.525541438573
1101,ID 62642447,homeowner,https://ekb.cian.ru/sale/flat/299276199/,Екатеринбург,sale,flat,5,5,1,21.6,3550000,2023,-1,7.887466638536937,3.8152572722746902,79827610844,, Евгения Савкова,44Б,Геологическая,Мичуринский,"Екатеринбург, Евгения Савкова,44Б","(56.765282656976, 60.463240416546)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",10952.920037301172,21032.231523076145,11965.14553477135
1102,ID 98948423,homeowner,https://ekb.cian.ru/sale/flat/298952297/,Екатеринбург,sale,flat,8,13,1,23.0,3550000,2021,-1,22.2,4.06254246584805,79122850366,, Евгения Савкова,23,Геологическая,,"Екатеринбург, Евгения Савкова,23","(56.791526534729, 60.486642474346)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",8135.899379057687,20145.8078927354,9061.950277380329
1103,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300385769/,Екатеринбург,sale,flat,2,10,1,23.8,3600000,2023,-1,8.690819722091625,5.0,79126132121,, Академика Ландау,51,Ботаническая,Кварталы Конструктивизма,"Екатеринбург, Академика Ландау,51","(56.7948392, 60.5174046)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",6996.742603829266,18440.061739575536,7315.199993146665
1104,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300273397/,Екатеринбург,sale,flat,6,14,1,26.0,3600000,2023,-1,9.494172805646311,3.2,79126919005,, Академика Парина,33,Геологическая,Олимпика,"Екатеринбург, Академика Парина,33","(56.79058113944, 60.499879562316)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",7491.021264596782,19336.896220075025,8454.753190088024
1105,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/298911694/,Екатеринбург,sale,flat,5,25,1,31.7,3645000,2023,-1,11.575587613038005,5.0,79126902518,Чкаловский, 2-я Новосибирская,12,Ботаническая,Южный сад,"Екатеринбург, 2-я Новосибирская,12","(56.760030703973, 60.590965971626)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",4866.390506565809,13204.501375285525,8494.261874515201
1106,ID 104989402,homeowner,https://ekb.cian.ru/sale/flat/299263871/,Екатеринбург,sale,flat,2,20,1,22.0,3700000,2023,-1,22.0,3.8859101847242217,79827210674,Чкаловский, Щербакова,148,Чкаловская,River Park,"Екатеринбург, Щербакова,148","(56.767398222689, 60.678998629585)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",6136.906281265854,8100.349754574592,8629.026649386315
1107,ID 82600443,unknown,https://ekb.cian.ru/sale/flat/298844713/,Екатеринбург,sale,flat,13,15,1,25.8,3700000,2020,-1,11.0,3.0,79826710847,Орджоникидзевский, Донбасская,21,Уралмаш,,"Екатеринбург, Донбасская,21","(56.888806282957, 60.566719137396)",Станция метро Уралмаш,"Екатеринбург,Станция метро Уралмаш","('56.888655306822436', '60.6133351979879')",2841.4590336842457,21623.892699462955,6537.641175989021
1108,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300641324/,Екатеринбург,sale,flat,13,15,1,28.5,3750000,2022,-1,10.407074036958456,5.0,79827521668,, Академика Парина,43/3,Площадь 1905 года,Eleven,"Екатеринбург, Академика Парина,43/3","(56.79058113944, 60.499879562316)",Станция метро Площадь 1905 года,"Екатеринбург,Станция метро Площадь 1905 года","('56.8360065', '60.599696')",7921.722508282133,19336.896220075025,8454.753190088024
1109,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300640996/,Екатеринбург,sale,flat,5,5,1,27.0,3900000,2021,-1,9.85933329817117,8.0,79826308163,Верх-Исетский, Евгения Савкова,46/2,Геологическая,,"Екатеринбург, Евгения Савкова,46/2","(56.786894537307, 60.474755025342)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",9021.225342812348,20729.048489498025,9952.083878300264
1110,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300386017/,Екатеринбург,sale,flat,15,25,1,32.5,3900000,2023,-1,11.86771600705789,32.5,79120504938,, Николая Кичигина,9,Геологическая,NOVA park,"Екатеринбург, Николая Кичигина,9","(56.8376454, 60.5945261)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",1371.0500402929404,16478.48343083976,1065.120935666105
1111,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300385955/,Екатеринбург,sale,flat,2,9,1,27.5,3900000,2023,-1,10.0419135444336,8.4,79193923513,, Академика Ландау,47,Ботаническая,Кварталы Конструктивизма,"Екатеринбург, Академика Ландау,47","(56.7948392, 60.5174046)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",6996.742603829266,18440.061739575536,7315.199993146665
1112,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300374618/,Екатеринбург,sale,flat,6,9,1,27.3,3900000,2023,-1,9.968881445928629,3.5,79122123091,Железнодорожный, Пехотинцев,2В,Уральская,,"Екатеринбург, Пехотинцев,2В","(56.870816091138, 60.547864336283)",Станция метро Уральская,"Екатеринбург,Станция метро Уральская","('56.8578879', '60.6011489')",3554.5801596025544,21036.199930665447,5529.330472401208
1113,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300655884/,Екатеринбург,sale,flat,24,25,1,24.5,4000000,2019,-1,8.946432066859025,5.0,79126539213,Чкаловский, Рощинская,28,Ботаническая,,"Екатеринбург, Рощинская,28","(56.78291097883, 60.664511701356)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",2578.834452840853,9568.459190591118,6688.4799391620645
1114,ID 56249128,homeowner,https://ekb.cian.ru/sale/flat/299667501/,Екатеринбург,sale,flat,15,18,1,33.0,4000000,2016,-1,29.4,5.828865277086332,79122605905,Чкаловский, Рощинская,44,Ботаническая,,"Екатеринбург, Рощинская,44","(56.782200586415, 60.672142524585)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",2999.39693139185,9115.403416832629,6993.0738912800425
1115,ID 103715077,homeowner,https://ekb.cian.ru/sale/flat/293844154/,Екатеринбург,sale,flat,1,17,1,32.1,4050000,2015,-1,11.721651810047948,5.669896224074887,79826896476,Чкаловский, Рощинская,29,Ботаническая,,"Екатеринбург, Рощинская,29","(56.781274889028, 60.669432487651)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",2927.488902357661,9218.32621075987,6995.600557011369
1116,Драже,real_estate_agent,https://ekb.cian.ru/sale/flat/297541445/,Екатеринбург,sale,flat,8,25,1,28.21,4200000,2024,-1,11.7,3.3,79827113634,Орджоникидзевский, Владимира Белоглазова,2В,Проспект Космонавтов,Твинс,"Екатеринбург, Владимира Белоглазова,2В","(56.8702856, 60.5418988)",Станция метро Проспект Космонавтов,"Екатеринбург,Станция метро Проспект Космонавтов","('56.9023365', '60.6127772')",5604.092888661168,21271.164161298973,5750.806761140992
1117,ID 112829259,homeowner,https://ekb.cian.ru/sale/flat/298017612/,Екатеринбург,sale,flat,4,5,1,38.0,4200000,2018,-1,13.876098715944613,6.712026682705473,79126719939,Верх-Исетский, Очеретина,10,Геологическая,,"Екатеринбург, Очеретина,10","(56.799433611706, 60.516773807126)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",6098.719007076641,18635.196969349683,7041.609310446573
1118,ID 87165168,homeowner,https://ekb.cian.ru/sale/flat/299855947/,Екатеринбург,sale,flat,8,28,1,28.1,4250000,2015,-1,18.6,4.963367099579574,79122851872,Орджоникидзевский, Индустрии,66,Проспект Космонавтов,,"Екатеринбург, Индустрии,66","(56.904073500495, 60.606399905219)",Станция метро Проспект Космонавтов,"Екатеринбург,Станция метро Проспект Космонавтов","('56.9023365', '60.6127772')",434.0504093507097,21449.79588238342,7645.62335827581
1119,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300557184/,Екатеринбург,sale,flat,3,18,1,29.68,4500000,2024,-1,10.83796341813779,5.0,79826311659,Верх-Исетский, Металлургов,63,Геологическая,Новый ВИЗ,"Екатеринбург, Металлургов,63","(56.826552855569, 60.520882350233)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",5055.308812038348,19591.61127223413,5621.623982137467
1120,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300327135/,Екатеринбург,sale,flat,2,17,1,33.0,4500000,2022,-1,12.05029625332032,7.0,79827422983,Ленинский, Академика Вонсовского,19,Чкаловская,,"Екатеринбург, Академика Вонсовского,19","(56.796987185626, 60.529597113156)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",5035.834324679394,17805.694061285383,6587.688274241687
